Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2745","Honey","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2745","Honey","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2745","Honey","2023","2023","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2745","Honey","2023","2023","kcal/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2745","Honey","2023","2023","million Kcal","1971.42","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2745","Honey","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2745","Honey","2023","2023","t","1.8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2745","Honey","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2745","Honey","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2546","Beans","2023","2023","1000 t","86","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2546","Beans","2023","2023","1000 t","18","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2546","Beans","2023","2023","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2546","Beans","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2546","Beans","2023","2023","1000 t","100","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2546","Beans","2023","2023","1000 t","45","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2546","Beans","2023","2023","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2546","Beans","2023","2023","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2546","Beans","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2546","Beans","2023","2023","1000 t","48","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2546","Beans","2023","2023","kg/cap","0.28","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2546","Beans","2023","2023","kcal/cap/d","2.44","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2546","Beans","2023","2023","million Kcal","152670.13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2546","Beans","2023","2023","g/cap/d","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2546","Beans","2023","2023","t","10435.68","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2546","Beans","2023","2023","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2546","Beans","2023","2023","t","773.01","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2547","Peas","2023","2023","1000 t","8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2547","Peas","2023","2023","1000 t","303","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2547","Peas","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2547","Peas","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2547","Peas","2023","2023","1000 t","311","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2547","Peas","2023","2023","1000 t","59","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2547","Peas","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2547","Peas","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2547","Peas","2023","2023","1000 t","251","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2023","2023","kg/cap","1.47","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2547","Peas","2023","2023","kcal/cap/d","12.97","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2547","Peas","2023","2023","million Kcal","811495.18","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2547","Peas","2023","2023","g/cap/d","0.89","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2547","Peas","2023","2023","t","55774.59","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2547","Peas","2023","2023","g/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2547","Peas","2023","2023","t","4522.26","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2549","Pulses, Other and products","2023","2023","1000 t","644","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2549","Pulses, Other and products","2023","2023","1000 t","844","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2549","Pulses, Other and products","2023","2023","1000 t","111","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2549","Pulses, Other and products","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2549","Pulses, Other and products","2023","2023","1000 t","1377","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2549","Pulses, Other and products","2023","2023","1000 t","141","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2549","Pulses, Other and products","2023","2023","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2549","Pulses, Other and products","2023","2023","1000 t","32","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2549","Pulses, Other and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2549","Pulses, Other and products","2023","2023","1000 t","1199","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2023","2023","kg/cap","6.99","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2023","2023","kcal/cap/d","63.95","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2549","Pulses, Other and products","2023","2023","million Kcal","4002267.78","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2023","2023","g/cap/d","4.6","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2023","2023","t","288006","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2549","Pulses, Other and products","2023","2023","g/cap/d","0.65","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2023","2023","t","40851.17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2551","Nuts and products","2023","2023","1000 t","342","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2551","Nuts and products","2023","2023","1000 t","44","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2551","Nuts and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2551","Nuts and products","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2551","Nuts and products","2023","2023","1000 t","383","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2551","Nuts and products","2023","2023","1000 t","19","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2551","Nuts and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2551","Nuts and products","2023","2023","1000 t","364","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2551","Nuts and products","2023","2023","kg/cap","2.13","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2551","Nuts and products","2023","2023","kcal/cap/d","0.33","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2551","Nuts and products","2023","2023","million Kcal","20879","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2551","Nuts and products","2023","2023","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2551","Nuts and products","2023","2023","t","653.16","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2551","Nuts and products","2023","2023","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2551","Nuts and products","2023","2023","t","1810.7","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2555","Soyabeans","2023","2023","1000 t","107","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2555","Soyabeans","2023","2023","1000 t","1773","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2555","Soyabeans","2023","2023","1000 t","312","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2555","Soyabeans","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2555","Soyabeans","2023","2023","1000 t","1569","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2555","Soyabeans","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2555","Soyabeans","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2555","Soyabeans","2023","2023","1000 t","12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2555","Soyabeans","2023","2023","1000 t","1428","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2555","Soyabeans","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2555","Soyabeans","2023","2023","1000 t","125","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2555","Soyabeans","2023","2023","kg/cap","0.73","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2555","Soyabeans","2023","2023","kcal/cap/d","8.09","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2555","Soyabeans","2023","2023","million Kcal","506509.26","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2555","Soyabeans","2023","2023","g/cap/d","0.68","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2555","Soyabeans","2023","2023","t","42546.5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2555","Soyabeans","2023","2023","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2555","Soyabeans","2023","2023","t","24565.27","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2552","Groundnuts","2023","2023","1000 t","67","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2552","Groundnuts","2023","2023","1000 t","26","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2552","Groundnuts","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2552","Groundnuts","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2552","Groundnuts","2023","2023","1000 t","93","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2552","Groundnuts","2023","2023","1000 t","5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2552","Groundnuts","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2552","Groundnuts","2023","2023","1000 t","73","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2552","Groundnuts","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2552","Groundnuts","2023","2023","1000 t","13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2552","Groundnuts","2023","2023","kg/cap","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2552","Groundnuts","2023","2023","kcal/cap/d","1.12","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2552","Groundnuts","2023","2023","million Kcal","70371.44","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2552","Groundnuts","2023","2023","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2552","Groundnuts","2023","2023","t","2700.1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2552","Groundnuts","2023","2023","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2552","Groundnuts","2023","2023","t","5776.43","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2557","Sunflower seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2557","Sunflower seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2557","Sunflower seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2557","Sunflower seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2557","Sunflower seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2557","Sunflower seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2557","Sunflower seed","2023","2023","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2557","Sunflower seed","2023","2023","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2557","Sunflower seed","2023","2023","million Kcal","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2557","Sunflower seed","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2557","Sunflower seed","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2557","Sunflower seed","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2557","Sunflower seed","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2558","Rape and Mustardseed","2023","2023","1000 t","547","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2558","Rape and Mustardseed","2023","2023","1000 t","355","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2558","Rape and Mustardseed","2023","2023","1000 t","100","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2558","Rape and Mustardseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2558","Rape and Mustardseed","2023","2023","1000 t","803","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2558","Rape and Mustardseed","2023","2023","1000 t","19","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2558","Rape and Mustardseed","2023","2023","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2558","Rape and Mustardseed","2023","2023","1000 t","53","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2558","Rape and Mustardseed","2023","2023","1000 t","727","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2558","Rape and Mustardseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2558","Rape and Mustardseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2558","Rape and Mustardseed","2023","2023","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2558","Rape and Mustardseed","2023","2023","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2558","Rape and Mustardseed","2023","2023","million Kcal","84.89","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2558","Rape and Mustardseed","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2558","Rape and Mustardseed","2023","2023","t","4.69","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2558","Rape and Mustardseed","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2558","Rape and Mustardseed","2023","2023","t","5.32","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2559","Cottonseed","2023","2023","1000 t","42","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2559","Cottonseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2559","Cottonseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2559","Cottonseed","2023","2023","1000 t","41","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2559","Cottonseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2559","Cottonseed","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2559","Cottonseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2559","Cottonseed","2023","2023","1000 t","40","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2559","Cottonseed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2560","Coconuts - Incl Copra","2023","2023","1000 t","404","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2560","Coconuts - Incl Copra","2023","2023","1000 t","212","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2560","Coconuts - Incl Copra","2023","2023","1000 t","22","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2560","Coconuts - Incl Copra","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2560","Coconuts - Incl Copra","2023","2023","1000 t","592","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2560","Coconuts - Incl Copra","2023","2023","1000 t","41","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2560","Coconuts - Incl Copra","2023","2023","1000 t","8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2560","Coconuts - Incl Copra","2023","2023","1000 t","263","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2560","Coconuts - Incl Copra","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2560","Coconuts - Incl Copra","2023","2023","1000 t","281","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2560","Coconuts - Incl Copra","2023","2023","kg/cap","1.64","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2560","Coconuts - Incl Copra","2023","2023","kcal/cap/d","3.88","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2560","Coconuts - Incl Copra","2023","2023","million Kcal","242855.03","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2560","Coconuts - Incl Copra","2023","2023","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2560","Coconuts - Incl Copra","2023","2023","t","2429.79","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2560","Coconuts - Incl Copra","2023","2023","g/cap/d","0.34","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2560","Coconuts - Incl Copra","2023","2023","t","21043.29","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2561","Sesame seed","2023","2023","1000 t","31","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2561","Sesame seed","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2561","Sesame seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2561","Sesame seed","2023","2023","1000 t","15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2561","Sesame seed","2023","2023","1000 t","16","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2561","Sesame seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2561","Sesame seed","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2561","Sesame seed","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2561","Sesame seed","2023","2023","1000 t","15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2561","Sesame seed","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2562","Palm kernels","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2562","Palm kernels","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2562","Palm kernels","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
