Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23319.04","Compound feed n.e.c.","2024","2024","1000 USD","139755","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23319.04","Compound feed n.e.c.","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23319.04","Compound feed n.e.c.","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01492","Copra","2024","2024","t","20623.6","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01492","Copra","2024","2024","1000 USD","19634","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01921.02","Cotton lint, ginned","2024","2024","t","1310806.72","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01921.02","Cotton lint, ginned","2024","2024","1000 USD","2825443","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01921.02","Cotton lint, ginned","2024","2024","t","294.74","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01921.02","Cotton lint, ginned","2024","2024","1000 USD","257","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21800","Cotton linters","2024","2024","t","100.16","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21800","Cotton linters","2024","2024","1000 USD","196","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","0143","Cotton seed","2024","2024","t","17.77","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","0143","Cotton seed","2024","2024","1000 USD","226","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","0143","Cotton seed","2024","2024","t","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","0143","Cotton seed","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","F0769","Cotton waste","2024","2024","t","8420.52","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","F0769","Cotton waste","2024","2024","1000 USD","6642","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","F0769","Cotton waste","2024","2024","t","37627.67","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","F0769","Cotton waste","2024","2024","1000 USD","14621","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","26160","Cotton, carded or combed","2024","2024","t","1504.27","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","26160","Cotton, carded or combed","2024","2024","1000 USD","2876","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","26160","Cotton, carded or combed","2024","2024","t","0.08","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","26160","Cotton, carded or combed","2024","2024","1000 USD","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","2168","Cottonseed oil","2024","2024","t","0.19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","2168","Cottonseed oil","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01706","Cow peas, dry","2024","2024","t","12.04","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01706","Cow peas, dry","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01355.02","Cranberries","2024","2024","t","16.69","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01355.02","Cranberries","2024","2024","1000 USD","21","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22120","Cream, fresh","2024","2024","t","81.39","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22120","Cream, fresh","2024","2024","1000 USD","198","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22120","Cream, fresh","2024","2024","t","132.74","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22120","Cream, fresh","2024","2024","1000 USD","95","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","F1293","Crude organic material n.e.c.","2024","2024","1000 USD","153194","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","F1293","Crude organic material n.e.c.","2024","2024","1000 USD","16064","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01232","Cucumbers and gherkins","2024","2024","t","1.54","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01232","Cucumbers and gherkins","2024","2024","1000 USD","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01232","Cucumbers and gherkins","2024","2024","t","45.87","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01232","Cucumbers and gherkins","2024","2024","1000 USD","62","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01351.01","Currants","2024","2024","t","0.26","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01351.01","Currants","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22290","Dairy products n.e.c.","2024","2024","t","530.32","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22290","Dairy products n.e.c.","2024","2024","1000 USD","979","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01314","Dates","2024","2024","t","11533.59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01314","Dates","2024","2024","1000 USD","12794","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01314","Dates","2024","2024","t","38.81","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01314","Dates","2024","2024","1000 USD","51","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23311","Dog or cat food, put up for retail sale","2024","2024","t","3751.54","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23311","Dog or cat food, put up for retail sale","2024","2024","1000 USD","7494","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23311","Dog or cat food, put up for retail sale","2024","2024","t","10.35","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23311","Dog or cat food, put up for retail sale","2024","2024","1000 USD","77","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21393.01","Dried mushrooms","2024","2024","t","23.48","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21393.01","Dried mushrooms","2024","2024","1000 USD","138","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21393.01","Dried mushrooms","2024","2024","t","191.72","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21393.01","Dried mushrooms","2024","2024","1000 USD","568","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5609","Import quantity","02154","Ducks","2024","2024","1000 An","81","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","02154","Ducks","2024","2024","1000 USD","534","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","222.07","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","1000 USD","774","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","0.14","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","t","0.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","t","619.47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","1000 USD","1412","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01233","Eggplants (aubergines)","2024","2024","t","10.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01233","Eggplants (aubergines)","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01233","Eggplants (aubergines)","2024","2024","t","222.47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01233","Eggplants (aubergines)","2024","2024","1000 USD","276","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","t","0.51","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23993.03","Eggs, dried","2024","2024","t","6.7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23993.03","Eggs, dried","2024","2024","1000 USD","76","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","35410.90","Essential oils n.e.c.","2024","2024","t","394.46","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","35410.90","Essential oils n.e.c.","2024","2024","1000 USD","4693","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","35410.90","Essential oils n.e.c.","2024","2024","t","112.47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","35410.90","Essential oils n.e.c.","2024","2024","1000 USD","2046","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2024","2024","t","0.73","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23914","Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","2024","2024","t","234.67","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23914","Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","2024","2024","1000 USD","1363","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23914","Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","2024","2024","t","1.15","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23914","Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","2024","2024","1000 USD","5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","F1243","Fat preparations n.e.c.","2024","2024","t","2692.69","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","F1243","Fat preparations n.e.c.","2024","2024","1000 USD","4527","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","F1243","Fat preparations n.e.c.","2024","2024","t","39.12","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","F1243","Fat preparations n.e.c.","2024","2024","1000 USD","196","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23319.06","Feed supplements","2024","2024","t","2986.32","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23319.06","Feed supplements","2024","2024","1000 USD","10413","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23319.06","Feed supplements","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23319.06","Feed supplements","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23319.01","Feed, compound, cattle","2024","2024","t","2984.13","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23319.01","Feed, compound, cattle","2024","2024","1000 USD","2314","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23319.02","Feed, compound, poultry","2024","2024","t","3.46","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23319.02","Feed, compound, poultry","2024","2024","1000 USD","19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","39170.02","Feed, food waste preparations","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","39170.02","Feed, food waste preparations","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01315","Figs","2024","2024","t","26.75","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01315","Figs","2024","2024","1000 USD","34","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21419.02","Figs, dried","2024","2024","t","13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21419.02","Figs, dried","2024","2024","1000 USD","33","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21419.02","Figs, dried","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21419.02","Figs, dried","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","26190.01","Flax, processed but not spun","2024","2024","t","2719.61","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","26190.01","Flax, processed but not spun","2024","2024","1000 USD","22353","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","26190.02","Flax, tow and waste","2024","2024","t","45","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","26190.02","Flax, tow and waste","2024","2024","1000 USD","129","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23170.01","Flour of cassava","2024","2024","t","11.65","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23170.01","Flour of cassava","2024","2024","1000 USD","84","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23120.90","Flour of cereals n.e.c.","2024","2024","t","138.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23120.90","Flour of cereals n.e.c.","2024","2024","1000 USD","498","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23120.90","Flour of cereals n.e.c.","2024","2024","t","40.45","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23120.90","Flour of cereals n.e.c.","2024","2024","1000 USD","30","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23170.04","Flour of fruits","2024","2024","t","120.74","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23170.04","Flour of fruits","2024","2024","1000 USD","112","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23170.04","Flour of fruits","2024","2024","t","3.38","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23170.04","Flour of fruits","2024","2024","1000 USD","7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23120.03","Flour of maize","2024","2024","t","432.25","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23120.03","Flour of maize","2024","2024","1000 USD","212","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23120.03","Flour of maize","2024","2024","t","4.4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23120.03","Flour of maize","2024","2024","1000 USD","5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23120.05","Flour of millet","2024","2024","t","0.53","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23120.05","Flour of millet","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23120.10","Flour of mixed grain","2024","2024","t","4.35","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23120.10","Flour of mixed grain","2024","2024","1000 USD","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23995.03","Flour of mustard seed","2024","2024","t","121.9","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23995.03","Flour of mustard seed","2024","2024","1000 USD","191","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23995.03","Flour of mustard seed","2024","2024","t","52.23","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23995.03","Flour of mustard seed","2024","2024","1000 USD","64","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23170.03","Flour of pulses","2024","2024","t","85.59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23170.03","Flour of pulses","2024","2024","1000 USD","79","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23120.01","Flour of rice","2024","2024","t","0.01","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23120.01","Flour of rice","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23120.01","Flour of rice","2024","2024","t","22.55","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23120.01","Flour of rice","2024","2024","1000 USD","24","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23170.02","Flour of roots and tubers n.e.c.","2024","2024","t","0.6","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23170.02","Flour of roots and tubers n.e.c.","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21392","Flour, meal, powder, flakes, granules and pellets of potatoes","2024","2024","t","2010.53","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21392","Flour, meal, powder, flakes, granules and pellets of potatoes","2024","2024","1000 USD","4350","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21392","Flour, meal, powder, flakes, granules and pellets of potatoes","2024","2024","t","1419.24","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21392","Flour, meal, powder, flakes, granules and pellets of potatoes","2024","2024","1000 USD","2082","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21920","Flours and meals of oil seeds or oleaginous fruits, except those of mustard","2024","2024","t","2112.88","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21920","Flours and meals of oil seeds or oleaginous fruits, except those of mustard","2024","2024","1000 USD","1154","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21920","Flours and meals of oil seeds or oleaginous fruits, except those of mustard","2024","2024","t","10.25","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21920","Flours and meals of oil seeds or oleaginous fruits, except those of mustard","2024","2024","1000 USD","20","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","F1232","Food preparations n.e.c.","2024","2024","t","36771.74","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","F1232","Food preparations n.e.c.","2024","2024","1000 USD","130396","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","F1232","Food preparations n.e.c.","2024","2024","t","8209.09","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","F1232","Food preparations n.e.c.","2024","2024","1000 USD","19045","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23999.02","Food preparations of flour, meal or malt extract","2024","2024","t","45965.8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23999.02","Food preparations of flour, meal or malt extract","2024","2024","1000 USD","132106","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23999.02","Food preparations of flour, meal or malt extract","2024","2024","t","560.83","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23999.02","Food preparations of flour, meal or malt extract","2024","2024","1000 USD","1062","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","39170.01","Food wastes","2024","2024","t","35006.63","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","39170.01","Food wastes","2024","2024","1000 USD","82363","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","F0623","Fruit prepared n.e.c.","2024","2024","t","1632.5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","F0623","Fruit prepared n.e.c.","2024","2024","1000 USD","3484","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","F0623","Fruit prepared n.e.c.","2024","2024","t","2725.5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","F0623","Fruit prepared n.e.c.","2024","2024","1000 USD","2674","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23670.02","Fruit, nuts, peel, sugar preserved","2024","2024","t","1135.08","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23670.02","Fruit, nuts, peel, sugar preserved","2024","2024","1000 USD","988","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23670.02","Fruit, nuts, peel, sugar preserved","2024","2024","t","20.66","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23670.02","Fruit, nuts, peel, sugar preserved","2024","2024","1000 USD","47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5609","Import quantity","02153","Geese","2024","2024","1000 An","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","02153","Geese","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
