transaction_id,exporter_id,buyer_id,product_id,declarant_id,commodity_id,transaction_date,no_of_packages,gross_weight_kg,net_weight_kg,quantity,unit,total_value_usd,total_value_bdt,currency,exchange_rate,delivery_terms,mode_of_transport,month,year
200,73,14,53,32,20,2025-12-31,249,11873.59,11567.84,29967,unit,114490.8,13753779.804,USD,120.13,FOB,Sea,12,2025
201,74,18,58,13,25,2024-03-15,142,9911.87,9291.69,11326,pcs,176878.2,21152863.938,USD,119.59,EXW,Sea,3,2024
202,58,37,9,27,11,2024-01-27,117,4108.57,3884.39,3563,kg,8327.69,996408.1085000001,USD,119.65,FCA,Sea,1,2024
203,6,91,20,30,25,2024-08-02,271,22961.82,21817.68,28012,pcs,654733.09,78842958.6978,USD,120.42,FCA,Sea,8,2024
204,3,77,44,11,15,2024-04-06,733,22091.42,20202.73,25306,pcs,640025.51,75209397.68010001,USD,117.51,CFR,Sea,4,2024
205,50,30,47,8,9,2024-10-29,123,3752.07,3571.69,13152,pcs,47271.08,5605404.6664,USD,118.58,CFR,Road,10,2024
206,31,107,44,1,15,2024-03-01,601,28368.47,26571.07,23814,pcs,532279.41,62702514.498,USD,117.8,EXW,Sea,3,2024
207,14,61,14,22,21,2026-01-21,121,3745.4,3481.15,15550,unit,181710.34,22086891.827,USD,121.55,EXW,Air,1,2026
208,45,26,53,34,20,2026-04-03,744,12442.39,11716.77,23856,unit,333074.04,40714970.6496,USD,122.24,CFR,Sea,4,2026
209,26,103,8,4,8,2024-08-08,246,4522.38,4336.14,12849,kg,353229.58,43168186.9718,USD,122.21,CFR,Road,8,2024
210,18,116,50,9,16,2026-02-13,111,14802.22,14289.1,14409,pcs,175827.06,20592865.2672,USD,117.12,FOB,Road,2,2026
211,31,93,57,28,1,2025-10-14,204,10146.93,9721.11,16265,kg,180165.04,21378383.6464,USD,118.66,CFR,Sea,10,2025
212,61,109,19,4,23,2026-03-30,423,25468.02,24949.12,23248,pcs,57410.05,7009767.105,USD,122.1,CIF,Air,3,2026
213,57,101,11,17,18,2025-05-08,225,10091.81,9407.75,23099,pcs,635555.06,74601452.9428,USD,117.38,CIF,Sea,5,2025
214,36,77,5,24,10,2025-02-16,34,3163.8,3002.88,3169,kg,19222.1,2255136.772,USD,117.32,CIF,Road,2,2025
215,4,49,43,39,14,2025-03-05,98,1209.79,1140.7,7501,pcs,196683.43,24253033.7533,USD,123.31,FOB,Sea,3,2025
216,11,97,2,40,14,2026-08-08,399,7641.64,7108.07,21597,,293440.51,35127763.4521,USD,119.71,EXW,Sea,8,2026
217,67,82,23,29,14,2024-04-23,186,7460.84,7100.27,9028,pcs,119066.75,14172515.2525,USD,119.03,FCA,Sea,4,2024
218,75,87,23,12,14,2025-05-12,75,1245.89,1164.11,4108,pcs,84647.47,10172932.944600001,USD,120.18,FCA,Sea,5,2025
219,74,116,59,38,23,2024-03-03,495,20128.32,19427.39,28166,pcs,32853.55,3983164.4020000002,USD,121.24,EXW,Sea,3,2024
220,17,68,24,39,15,2024-11-08,16,1336.22,1235.12,1226,pcs,29717.05,3505720.3885,USD,117.97,CIF,Air,11,2024
221,68,115,30,1,16,2024-06-03,277,18353.39,17206.22,16155,pcs,218041.5,26263098.675,USD,120.45,CIF,Road,6,2024
222,12,39,10,22,16,2025-01-13,400,13691.83,12781.31,18085,pcs,223191.61,26742818.710199997,USD,119.82,FCA,Sea,1,2025
223,30,18,60,3,25,2024-04-07,173,9676.07,9052.47,10155,pcs,148701.51,17951246.2872,USD,120.72,CFR,Sea,4,2024
224,11,40,23,12,14,2024-04-07,729,5485.8,4996.53,29281,pcs,530443.42,65467326.896400005,USD,123.42,FCA,Sea,4,2024
225,9,57,23,23,14,2026-07-26,133,9605.95,8980.14,9483,pcs,242956.89,28904581.203300003,USD,118.97,CFR,Sea,7,2026
226,47,51,37,5,1,2025-11-22,244,17733.51,,21325,kg,220567.4,26216641.164,USD,118.86,FOB,Sea,11,2025
227,70,46,32,17,19,2024-05-01,241,15296.32,13910.25,25211,pcs,91992.53,11122816.802299999,USD,120.91,CIF,Road,5,2024
228,16,5,31,33,18,2025-10-18,302,12607.15,12184.62,22011,pcs,326103.22,39738938.389199995,USD,121.86,FCA,Sea,10,2025
229,48,22,1,11,13,2025-11-13,147,10496.18,10124.43,11199,pcs,117473.2,14137899.62,USD,120.35,CFR,Sea,11,2025
230,13,106,6,23,10,2025-09-04,609,32337.13,30371.01,28045,kg,467013.96,56405946.088800006,USD,120.78,CFR,Sea,9,2025
231,39,47,15,9,17,2024-02-21,287,12898.19,12543.64,29562,pcs,81391.28,9618821.4704,USD,118.18,FOB,Sea,2,2024
232,59,104,50,20,16,2024-09-23,185,12738.3,11604.1,22928,pcs,252791.71,30049350.5677,USD,118.87,EXW,Sea,9,2024
233,14,58,8,37,8,2024-03-29,274,8745.36,7959.93,15759,kg,147557.52,18074320.624799997,USD,122.49,CFR,Sea,3,2024
234,39,89,2,21,14,2025-02-16,222,15997.11,14916.02,28069,pcs,474679.34,56064376.8474,USD,118.11,FCA,Sea,2,2025
235,80,93,14,37,21,2025-06-13,314,5076.6,4649.73,17732,unit,47777.42,5802567.659,USD,121.45,FOB,Sea,6,2025
236,4,66,54,33,21,2025-12-10,469,27319.96,25025.73,25215,unit,320799.46,38499143.1946,USD,120.01,FOB,Road,12,2025
237,66,30,41,7,13,2026-02-28,517,32773.65,30207.78,28942,pcs,289128.02,33934955.7074,USD,117.37,FCA,,2,2026
238,65,1,59,1,23,2024-09-03,31,687.66,670.75,2395,pcs,3322.73,392181.8219,USD,118.03,EXW,Sea,9,2024
239,55,55,16,11,12,2024-01-06,86,5992.67,5840.84,6570,kg,78427.88,9287429.549600001,USD,118.42,CFR,Sea,1,2024
240,41,115,52,12,19,2024-09-28,34,,1614.09,2437,pcs,68289.34,8070434.2012,USD,118.18,EXW,Sea,9,2024
241,24,23,52,16,19,2025-03-05,359,26191.5,23897.06,22651,pcs,289500.59,34829815.9829,USD,120.31,EXW,Sea,3,2025
242,14,80,7,10,9,2025-11-20,175,14659.85,14088.75,13951,pcs,190985.01,23365106.123400003,USD,122.34,FOB,Road,11,2025
243,17,8,56,19,12,2026-01-27,128,3683.11,3603.1,13505,kg,269617.18,32922953.849799998,USD,122.11,CIF,Sea,1,2026
244,36,80,22,28,14,2024-10-09,159,8776,8584.79,18022,pcs,255053.68,30973718.8992,USD,121.44,FCA,Sea,10,2024
245,61,13,53,24,20,2026-05-23,121,2494.58,2383.3,11049,unit,260055.66,30912816.3042,USD,118.87,CFR,Road,5,2026
246,54,56,26,34,10,2025-04-12,530,13967.74,13669.1,21941,kg,148423.02,17631170.5458,USD,118.79,CIF,Air,4,2025
247,60,74,39,36,23,2024-09-21,180,5011.13,4621.69,11096,pcs,157203.14,19202363.551000003,USD,122.15,CIF,Sea,9,2024
248,4,84,57,10,1,2024-07-25,117,4322.71,4143.23,8204,kg,142531.44,16783077.06,USD,117.75,CFR,Sea,7,2024
249,13,89,35,10,17,2024-10-21,487,22443.91,21403.84,25167,pcs,651149.49,80371381.55070001,USD,123.43,FOB,Air,10,2024
250,56,46,1,11,13,2024-12-09,121,11829.58,11082.71,14900,pcs,92062.63,11234402.7389,USD,122.03,EXW,Sea,12,2024
251,13,12,46,38,10,2026-07-29,185,17693.31,16817.11,20420,kg,482784.9,58460423.541,USD,121.09,EXW,Sea,7,2026
252,50,88,20,30,25,2024-05-08,217,6012.53,5725.11,27081,pcs,264390.64,31647559.608000003,USD,119.7,EXW,Sea,5,2024
253,7,43,58,7,25,2026-05-01,93,3157.81,2973.53,11772,pcs,89857.43,10826921.740699999,USD,120.49,FCA,Sea,5,2026
254,69,28,20,2,25,2024-03-22,149,15533.11,14848.94,15060,pcs,445209.26,53531961.4224,USD,120.24,EXW,Sea,3,2024
255,20,1,45,18,10,2025-11-15,91,7959.27,7465.81,9014,kg,171500.51,21032822.5464,USD,122.64,FOB,Sea,11,2025
256,57,17,37,25,1,2025-05-04,39,1047.66,1023.34,1370,kg,37026.11,4519406.9866,USD,122.06,CIF,Sea,5,2025
257,39,64,23,38,14,2024-02-24,37,2223.42,2153.37,2015,pcs,32061.69,3753141.4314,USD,117.06,CFR,Sea,2,2024
258,31,12,17,29,1,2024-05-26,226,,27329.19,29037,kg,569982.66,66858966.018,USD,117.3,FCA,Sea,5,2024
259,69,95,34,18,21,2024-09-24,200,14230.6,13368.98,17723,unit,185474.28,22058456.1204,USD,118.93,FOB,Road,9,2024
260,29,15,27,1,9,2024-08-26,29,1032.49,941.95,2961,pcs,85879.73,10207664.707799999,USD,118.86,CIF,Sea,8,2024
261,74,73,27,38,9,2024-09-21,31,2264.54,2180,2778,pcs,6572.42,794145.5086,USD,120.83,EXW,Sea,9,2024
262,67,91,15,15,17,2025-11-21,252,8108.44,7581.81,20500,pcs,277041.68,33056613.2576,USD,119.32,EXW,Sea,11,2025
263,9,78,58,11,25,2025-04-05,121,5634.33,5294.9,10166,pcs,19608.61,2342640.6367,USD,119.47,CFR,Sea,4,2025
264,21,53,51,13,18,2025-06-27,447,6812.76,6479.7,15932,pcs,444087.48,54587233.0416,USD,122.92,EXW,Sea,6,2025
265,74,66,28,11,8,2026-01-31,131,9572.49,9005.14,11516,kg,236007.45,27917321.260500003,USD,118.29,FOB,Sea,1,2026
266,78,23,47,30,9,2025-03-10,116,12453.55,12121.34,14088,pcs,100534.55,12101343.7835,USD,120.37,CFR,Sea,3,2025
267,28,13,60,35,25,2024-07-08,393,11342.93,10912,20605,pcs,372217.56,44439054.4884,USD,119.39,CFR,Sea,7,2024
268,46,102,45,35,10,2025-06-21,573,9517.16,8908.22,28542,kg,528190.73,62352915.67649999,USD,118.05,FCA,Sea,6,2025
269,40,75,56,20,12,2026-02-16,571,15400.96,14629.03,25483,kg,757022.07,92424824.5263,USD,122.09,FOB,Sea,2,2026
270,38,70,16,13,12,2024-04-16,479,10146.32,9498.87,20818,kg,259058.51,30701024.0201,USD,118.51,CIF,Sea,4,2024
271,32,37,52,40,19,2024-01-20,131,2872.02,2712.22,12825,pcs,24302.99,2878932.1954,USD,118.46,CFR,Sea,1,2024
272,7,117,47,33,9,2026-05-15,380,14408.7,13993.79,16812,pcs,140440.33,17119676.226999998,USD,121.9,CFR,Road,5,2026
273,57,118,11,28,18,2024-11-02,142,4991.59,4824.94,15654,pcs,126824.47,15334346.6677,USD,120.91,CIF,Sea,11,2024
274,57,29,42,35,14,2026-07-07,77,3604.22,3487.31,9907,pcs,55813.82,6857285.9251999995,USD,122.86,CFR,Sea,7,2026
275,59,2,2,16,14,2025-01-20,106,7366.28,6744.3,6559,pcs,169466.31,20664721.841399997,USD,121.94,CIF,Sea,1,2025
276,9,97,59,36,23,2024-03-31,167,4601.45,4506.21,12524,pcs,47745.71,5728052.8286999995,USD,119.97,FCA,Air,3,2024
277,44,61,6,18,10,2026-03-14,91,9104.43,8507.69,10170,kg,290636.22,35111761.738199994,USD,120.81,CIF,Road,3,2026
278,19,24,54,1,21,2024-09-17,308,25993.65,24158.92,25758,unit,143393.97,17441008.5711,USD,121.63,CIF,Sea,9,2024
279,4,95,43,18,14,2026-03-23,112,3753.74,3561.76,5183,pcs,15398.03,1862545.7088,USD,120.96,EXW,Air,3,2026
280,80,116,11,16,18,2025-12-23,136,14335.95,13613.9,14057,pcs,247158.74,29829588.330599997,USD,120.69,CIF,Road,12,2025
281,60,104,6,38,10,2024-09-03,252,23579.32,22665.84,23257,kg,629886.96,75170709.8064,USD,119.34,FCA,Sea,9,2024
282,78,13,5,7,10,2025-06-22,370,16534.22,15661.59,23940,kg,497867.29,58907657.752799995,USD,118.32,FOB,Sea,6,2025
283,73,42,58,24,25,2025-02-18,197,14858.85,13730.95,15824,pcs,203016.18,24368032.0854,USD,120.03,FCA,Sea,2,2025
284,19,79,33,1,20,2026-03-17,722,31207.57,28744.99,27320,unit,727292.36,86860526.5548,USD,119.43,CFR,Air,3,2026
285,30,57,49,3,11,2025-04-01,254,21682.63,19873.2,27020,kg,725152.79,86242421.3147,USD,118.93,CIF,Sea,4,2025
286,36,21,41,14,13,2026-02-15,118,8674.33,8189.04,13621,pcs,228442.43,27239475.3532,USD,119.24,CIF,Sea,2,2026
287,42,34,22,17,14,2026-07-05,200,17343.57,15776.26,24692,pcs,313672.97,37700354.264299996,USD,120.19,EXW,Sea,7,2026
288,25,62,36,9,12,2024-11-23,123,13285.11,12713.25,14761,kg,322460.58,38456648.7708,USD,119.26,CFR,Sea,11,2024
289,14,57,4,37,15,2026-01-09,41,740.49,687.18,4326,pcs,70911.93,8667565.2039,USD,122.23,FOB,Sea,1,2026
290,56,9,38,28,25,2026-08-12,340,17703.71,16343.32,20350,pcs,290026.26,35333899.2558,USD,121.83,EXW,Sea,8,2026
291,67,49,50,35,16,2025-09-26,217,15202.12,,25051,pcs,625063.37,74670070.1802,USD,119.46,CFR,Sea,9,2025
292,78,30,10,18,16,2026-06-09,246,17415.59,16021.55,17287,pcs,397760.16,48992118.9072,USD,123.17,CIF,Sea,6,2026
293,49,62,22,1,14,2024-09-29,337,6562.36,6350.59,24770,pcs,206015.2,24616756.248,USD,119.49,FOB,Sea,9,2024
294,41,77,54,16,21,2025-12-22,296,12253.39,11357.54,21237,unit,582913.72,69856380.2048,USD,119.84,FCA,Road,12,2025
295,6,30,12,2,19,2024-09-09,34,4504.25,4253.94,4051,pcs,103713.46,12360570.162800001,USD,119.18,CFR,Sea,9,2024
296,8,74,2,17,14,2025-10-23,372,10652.71,10168.78,27766,pcs,46063.05,5423924.1375,USD,117.75,CIF,Road,10,2025
297,12,39,45,36,10,2025-12-19,222,20755.16,19965.39,22728,kg,415948.52,49622658.436000004,USD,119.3,CFR,Sea,12,2025
298,68,40,31,14,18,2026-07-15,66,6130.57,5950.7,6430,pcs,180368.48,21810156.601600002,USD,120.92,EXW,Sea,7,2026
299,15,41,23,24,14,2025-01-24,332,12958.8,12618.47,21040,pcs,359960.4,44221135.14,USD,122.85,FCA,Sea,1,2025
300,34,63,24,13,15,2025-04-13,133,5382.24,4930.47,15721,pcs,225485.62,26442698.657399997,USD,117.27,EXW,Sea,4,2025
301,35,111,6,8,10,2025-01-07,132,5595,5424.77,10045,kg,177066.18,20922139.8288,USD,118.16,CFR,Sea,1,2025
302,33,67,46,40,10,2025-04-27,38,881.72,811.19,2210,kg,63804.34,7824964.257599999,USD,122.64,FCA,Sea,4,2025
303,51,110,11,36,18,2025-11-15,215,10897.15,10394.86,19475,pcs,373275.72,45386594.7948,USD,121.59,FCA,Sea,11,2025
304,30,16,12,28,19,2024-11-22,324,5773.04,5258.69,13324,pcs,277119.89,33004978.899,USD,119.1,CIF,Sea,11,2024
305,24,11,22,5,14,2024-06-09,242,9998.3,9663.72,19283,pcs,558362.53,68148146.7865,USD,122.05,EXW,Sea,6,2024
306,30,1,31,34,18,2025-12-05,114,7687.34,7101.99,7952,pcs,146635.08,17225222.847599998,USD,117.47,CFR,Sea,12,2025
307,4,79,40,15,25,2026-04-01,458,31498.07,30148.61,26444,pcs,651406.99,78605281.4833,USD,120.67,CFR,Sea,4,2026
308,47,61,11,34,18,2026-05-18,117,2964.23,2792.8,3797,pcs,27802.31,3294851.7581,USD,118.51,CIF,Sea,5,2026
309,26,3,11,30,18,2026-08-27,239,13959.57,13672.6,13270,pcs,174092.83,21258475.4713,USD,122.11,FCA,Sea,8,2026
310,9,115,1,40,13,2025-08-11,149,10050.78,9656.18,12511,pcs,66975.87,8186460.5901,USD,122.23,FOB,Sea,8,2025
311,12,115,58,1,25,2025-06-01,46,2242.92,2062.2,4281,pcs,11076.83,1316259.7089,USD,118.83,CIF,Road,6,2025
312,56,96,58,4,25,2024-03-30,335,12333.23,11737.27,25850,pcs,155450.86,18276357.6102,USD,117.57,CIF,Sea,3,2024
313,63,33,58,14,25,2024-04-11,441,3956.21,3819.43,23368,pcs,354223.2,41755830.816,USD,117.88,CFR,Road,4,2024
314,55,66,50,20,16,2024-07-29,382,20914.27,19027.63,26105,pcs,337349.08,40114179.102800004,USD,118.91,CFR,Air,7,2024
315,74,79,6,38,10,2025-11-26,53,782.12,713.05,3017,kg,24596.9,3035503.429,USD,123.41,FCA,Sea,11,2025
316,18,75,41,15,13,2026-02-18,84,7689.28,,10655,,136427.38,16338543.028800001,USD,119.76,EXW,Sea,2,2026
317,30,90,29,4,11,2024-01-18,76,5398.35,5001.6,8307,kg,92856.57,11295073.174800001,USD,121.64,CFR,Sea,1,2024
318,58,12,37,1,1,2024-12-19,277,13705.34,12543.38,21268,kg,217509.03,26125009.5933,USD,120.11,FOB,Air,12,2024
319,7,81,54,16,21,2026-05-03,126,8898.77,8366.97,14965,unit,376313.91,44536751.2485,USD,118.35,CFR,Road,5,2026
320,16,13,21,36,13,2026-05-04,232,20533.31,19172.64,25781,pcs,465169.81,56099479.085999995,USD,120.6,FCA,Sea,5,2026
321,50,16,59,21,23,2026-05-25,234,8585.07,8388.42,12238,pcs,37875.83,4454197.608,USD,117.6,EXW,Air,5,2026
322,1,31,8,3,8,2025-03-09,226,6326.6,6123.91,13785,kg,99812.83,12145225.1544,USD,121.68,EXW,Road,3,2025
323,31,34,45,29,10,2025-07-23,191,19060.45,18155.05,16358,kg,454711.01,54256117.713199995,USD,119.32,CFR,Sea,7,2025
324,21,119,10,22,16,2024-10-06,262,4260.89,3907.79,13333,pcs,119494.99,14666815.0726,USD,122.74,FCA,Sea,10,2024
325,50,114,45,12,10,2026-06-29,751,21817.07,20041.1,22772,kg,67401.67,7972943.5443,USD,118.29,FCA,Sea,6,2026
326,55,93,49,35,11,2026-04-28,201,6994.91,6446.38,9064,kg,153779.93,18984132.3585,USD,123.45,FCA,Sea,4,2026
327,64,49,11,36,18,2025-09-20,752,33627.66,31313.91,29259,pcs,256892.88,30819438.8136,USD,119.97,FCA,Sea,9,2025
328,50,46,25,34,10,2025-10-29,288,28139.02,26361.67,29196,kg,287214.16,35272770.989599995,USD,122.81,FOB,Sea,10,2025
329,80,56,44,22,15,2024-10-29,178,10827.3,10442.28,19333,pcs,237772.31,29177040.160099998,USD,122.71,FCA,Sea,10,2024
330,69,29,49,20,11,2024-03-25,224,17464.79,15951.33,14939,kg,370230.5,43576129.85,USD,117.7,EXW,Road,3,2024
331,75,101,19,36,23,2025-09-15,237,4541.79,4181.48,23292,pcs,66523.37,8085250.3898,USD,121.54,FCA,Sea,9,2025
332,76,70,13,13,20,2026-05-28,130,1925.61,1819.16,9604,unit,232548.42,27447690.0126,USD,118.03,EXW,Road,5,2026
333,4,22,50,6,16,2024-08-08,53,2123.35,2014.11,4773,pcs,45373.66,5390844.544600001,USD,118.81,CFR,Sea,8,2024
334,64,74,14,17,21,2025-09-09,286,30744.3,28799.77,29173,unit,394309.48,47466975.2024,USD,120.38,CIF,Air,9,2025
335,80,82,57,34,1,2026-08-02,116,3970.34,3665.86,11965,kg,339181.36,41234277.9352,USD,121.57,CIF,Sea,8,2026
336,19,10,57,35,1,2026-03-22,94,4145.24,3995.21,9539,kg,129458.96,15163527.9848,USD,117.13,CIF,Air,3,2026
337,43,29,35,29,17,2025-12-20,278,8369.37,7867.27,14355,pcs,312036.16,37172867.74079999,USD,119.13,EXW,Air,12,2025
338,24,47,25,21,10,2026-06-29,7,471.07,431.59,811,kg,2836.25,337400.3,USD,118.96,EXW,Road,6,2026
339,41,83,56,16,12,2026-06-17,58,4436.83,4152.71,7130,kg,158119.57,19360160.1508,USD,122.44,FCA,Sea,6,2026
340,53,23,59,13,23,2025-09-28,390,16756.51,15987.87,18021,pcs,118583.91,14011874.8056,USD,118.16,CFR,Sea,9,2025
341,79,32,45,32,10,2025-10-08,232,24336.15,22203.32,24725,kg,558518.97,67379728.54079999,USD,120.64,FCA,Sea,10,2025
342,8,38,29,9,11,2024-04-28,256,3928.9,3676.17,14076,kg,186932.99,22744136.8933,USD,121.67,CFR,Sea,4,2024
343,20,18,24,16,15,2024-10-26,540,14861.11,13777.08,27492,pcs,639466.07,75380260.3316,USD,117.88,FCA,Road,10,2024
344,54,3,48,7,8,2024-10-12,617,6971.14,6732.17,24849,kg,119213.3,14497529.413,USD,121.61,EXW,Air,10,2024
345,27,34,4,38,15,2025-09-01,158,6149.63,5875.52,17126,pcs,326428.87,39164935.8226,USD,119.98,CFR,Sea,9,2025
346,4,78,2,5,14,2024-02-20,215,21129.81,19808.35,26239,pcs,91765.75,11108244.0375,USD,121.05,CFR,Sea,2,2024
347,58,51,41,18,13,2024-06-22,240,9106.07,8328.99,14183,pcs,214552.7,25518898.138,USD,118.94,FOB,Sea,6,2024
348,31,24,12,9,19,2024-08-16,130,2965.39,2897.07,16441,pcs,340882.34,40172983.769,USD,117.85,CFR,Sea,8,2024
349,67,53,39,3,23,2025-08-31,205,24501.58,23680.09,20657,pcs,255846.66,30716949.9996,USD,120.06,FCA,Air,8,2025
350,46,91,1,15,13,2024-11-18,441,29650.81,27015.51,23990,pcs,557402.09,67819112.2903,USD,121.67,EXW,Sea,11,2024
351,75,92,36,7,12,2024-04-11,47,1555.94,1466.18,3426,kg,68298.37,8332401.14,USD,122,CIF,Sea,4,2024
352,20,41,30,11,16,2025-12-26,193,17287.67,16506.14,15036,pcs,298914.47,36380880.143699996,USD,121.71,EXW,Sea,12,2025
353,42,2,38,23,25,2025-06-01,319,6181.74,5980.17,28379,pcs,366766.99,45240708.2165,USD,123.35,CIF,Air,6,2025
354,9,81,10,10,16,2024-07-23,28,972.2,941.99,971,pcs,20489.28,2455025.5295999995,USD,119.82,FCA,Sea,7,2024
355,58,48,23,35,14,2026-07-08,94,7886.83,7598.33,11985,pcs,207239.62,24852175.2304,USD,119.92,EXW,Sea,7,2026
356,75,42,18,7,25,2025-09-10,36,5532.21,5216.76,4651,pcs,43012.62,5257432.5426,USD,122.23,EXW,Sea,9,2025
357,74,117,32,6,19,2024-03-10,225,11163.32,10581.11,11628,pcs,95099.68,11664926.748799998,USD,122.66,FCA,Sea,3,2024
358,68,17,54,35,21,2024-05-25,341,10156.94,9401.05,23574,unit,458092.73,55763628.0229,USD,121.73,FCA,Sea,5,2024
359,46,108,39,21,23,2024-04-20,188,21084.64,19490.05,18059,pcs,377332.1,44234642.083,USD,117.23,EXW,Sea,4,2024
360,19,74,14,16,21,2024-08-02,156,20283.75,18561.76,19812,unit,375888.49,45786976.9669,USD,121.81,FOB,Sea,8,2024
361,30,45,10,28,16,2025-11-04,819,6306.72,5860.44,28297,pcs,589372.82,72162808.0808,USD,122.44,EXW,Sea,11,2025
362,25,79,24,14,15,2024-05-05,135,7813,7282.61,12384,pcs,38006.81,4602624.691,USD,121.1,FOB,Sea,5,2024
363,38,112,24,21,15,2025-03-08,90,1326.24,1255.59,5704,pcs,19358.53,2310827.7261,USD,119.37,EXW,Sea,3,2025
364,60,75,59,16,23,2026-05-02,193,4291.3,4027.1,23639,pcs,20393.86,2401784.8922,USD,117.77,FCA,Air,5,2026
365,5,72,52,4,19,2025-06-03,273,5764.65,5262.9,20033,pcs,600260.5,73399853.94,USD,122.28,EXW,Sea,6,2025
366,16,99,5,20,10,2025-02-23,123,3097.09,3001.96,15447,kg,80818.63,9965745.2653,USD,123.31,EXW,Road,2,2025
367,2,86,25,33,10,2026-07-02,349,24912.16,22782.45,23926,kg,627979.21,74051308.44319999,USD,117.92,CIF,Air,7,2026
368,37,112,35,16,17,2025-07-05,308,10747.24,10174.88,19668,pcs,148343.6,17443723.924000002,USD,117.59,FOB,Sea,7,2025
369,63,42,9,25,11,2024-05-08,115,6736.11,6360.11,7266,kg,17904.36,2113967.7852,USD,118.07,CFR,Sea,5,2024
370,72,31,47,35,9,2025-08-23,55,3966.88,3734.94,6642,pcs,162220.55,19229623.997,USD,118.54,EXW,Sea,8,2025
371,56,79,35,6,17,2024-05-15,151,4265.85,3945.8,15526,pcs,211465.38,24935997.6096,USD,117.92,CFR,Sea,5,2024
372,61,9,6,20,10,2026-01-09,32,3011.17,2790.39,3413,kg,55256.3,6559475.373,USD,118.71,FOB,Sea,1,2026
373,34,44,24,30,15,2024-01-27,216,24356.17,23035.2,20342,pcs,404407.22,48504601.9668,USD,119.94,EXW,Sea,1,2024
374,70,71,37,39,1,2024-08-09,115,1631.49,1594.58,8543,kg,175481.17,20898052.5353,USD,119.09,FOB,Sea,8,2024
375,27,15,19,12,23,2024-03-30,147,2424.16,2361.93,12464,pcs,139563.03,16405634.1765,USD,117.55,EXW,Sea,3,2024
376,23,53,22,27,14,2025-02-03,111,6505.19,6060.08,5454,pcs,40547.27,4990152.5189,USD,123.07,CIF,Sea,2,2025
377,71,118,59,9,23,2026-06-24,117,6313.88,6152.25,6309,pcs,106275.86,12949713.541,USD,121.85,CIF,Sea,6,2026
378,60,47,31,30,18,2026-01-14,60,4038.46,3806.14,7614,pcs,59801.29,7057150.2329,USD,118.01,FCA,Sea,1,2026
379,52,114,51,23,18,2026-01-25,128,8950.38,8280.33,10854,pcs,305480.54,36006991.2498,USD,117.87,FCA,Sea,1,2026
380,58,22,30,20,16,2024-10-02,176,15896.49,15341.68,14223,pcs,403992.49,48390220.4522,USD,119.78,FCA,Sea,10,2024
381,65,51,52,30,19,2025-05-24,354,21780.42,20198.8,18546,pcs,313523.93,37892502.1798,USD,120.86,FCA,Sea,5,2025
382,44,80,49,29,11,2024-08-25,329,17122.15,16613.55,28140,kg,45205.05,5537618.625,USD,122.5,CIF,Sea,8,2024
383,50,18,28,40,8,2025-10-13,111,7558,7309.91,7377,kg,142869.56,16748598.5188,USD,117.23,EXW,Sea,10,2025
384,17,101,8,22,8,2026-02-03,76,5402.51,5039.87,5406,kg,134165.15,16411081.147999998,USD,122.32,FCA,Sea,2,2026
385,38,50,34,15,21,2026-06-03,150,11726.14,10920.27,18628,unit,275440.19,33193297.2969,USD,120.51,CFR,Sea,6,2026
386,32,61,16,15,12,2024-05-22,99,1584.01,1452.07,9256,kg,162262.34,19745704.1546,USD,121.69,EXW,Sea,5,2024
387,68,76,47,11,9,2026-08-25,22,1053.52,1007.17,2563,pcs,55454.68,6833680.2164,USD,123.23,FOB,Air,8,2026
388,51,86,45,15,10,2024-07-09,156,2143.13,2092.47,7611,kg,137038.88,16705039.472000001,USD,121.9,CFR,Sea,7,2024
389,56,107,36,22,12,2025-07-18,245,18344.73,16689.93,23153,kg,304273.33,37322166.657800004,USD,122.66,CIF,Sea,7,2025
390,77,28,33,19,20,2025-05-01,143,6233.67,5974.9,5650,unit,145300.36,17931517.427599996,USD,123.41,CFR,Sea,5,2025
391,30,12,42,1,14,2024-11-17,17,766.14,733.82,1958,pcs,13381.93,1632327.8214,USD,121.98,FCA,Sea,11,2024
392,54,22,3,39,14,2024-10-22,344,6034.27,5722.64,20133,pcs,46283.2,5579902.592,USD,120.56,FOB,Sea,10,2024
393,37,26,10,3,16,2024-05-17,54,3405.22,3255.16,4597,pcs,96568.98,11859636.433799999,USD,122.81,EXW,Road,5,2024
394,43,40,51,14,18,2024-06-16,693,16898.59,16058.78,28912,pcs,745691.2,91250232.144,USD,122.37,CIF,Sea,6,2024
395,43,14,37,16,1,2025-09-10,291,16208.33,14742.63,22598,kg,553935.53,65414246.73770001,USD,118.09,CFR,Sea,9,2025
396,80,96,47,20,9,2024-05-31,123,4583.28,4291.57,15028,pcs,107277.37,12616891.4857,USD,117.61,CIF,Sea,5,2024
397,14,8,19,29,23,2025-05-28,143,3900.02,3574.54,14404,pcs,36852.27,4427431.7178,USD,120.14,CFR,Sea,5,2025
398,58,85,43,18,14,2026-03-24,234,3315.04,3057.66,12228,pcs,265812.84,32011840.321200006,USD,120.43,EXW,Sea,3,2026
399,20,71,50,4,16,2025-04-01,172,1919.26,1827.05,11633,pcs,228055.99,27786341.8216,USD,121.84,EXW,Sea,4,2025
